carrier_name,shipping_option_code,shipping_option_result,partner,service,last_update
ModdingEnvios,MODDINGFLEX_7,ModdingEnvios - Outros,,Outros,2025-08-07 16:10:53
ModdingEnvios,MODDINGFLEX_1,ModdingEnvios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1747758,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Logistica Urbana,FIXYLOGISTICA_4,Logistica Urbana - Outros,,Outros,2025-08-07 16:10:53
ModdingEnvios,MODDINGFLEX_3,ModdingEnvios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3254479,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Eship Entregas,eship;103;3,Eship Entregas - Outros,,Outros,2025-08-07 16:10:53
WeShip,fedex_standard_overnight,WeShip - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3923001,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3506080,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Muvon Logística - BAGUESENCIAS,Flex,Muvon Logística - BAGUESENCIAS - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4584614,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Flixlog,Riovermelho,Flixlog - Outros,,Outros,2025-08-07 16:10:53
Frenet,BH_S,Frenet - Outros,,Outros,2025-08-07 16:10:53
TRANSPORTE TERCEIRIZADO,TSL SOLUCOES TRANSPORTES E LOGISTICA LTDA,TRANSPORTE TERCEIRIZADO - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Dpd - same_day,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Conectenvios,conectenvios-correios-sedex,Conectenvios - Outros,,Outros,2025-08-07 16:10:53
Eship Entregas,eship;96;3,Eship Entregas - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1815132,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Envios Flex - COUNTRY LOS OMBUES,Flex,Envios Flex - COUNTRY LOS OMBUES - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,217133,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1196633,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,ISP_1_13701,Frenet - Outros,,Outros,2025-08-07 16:10:53
Azul Cargo Express,NV_ECOMM_CORP,Azul Cargo Express - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3023717,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,217243,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,RDMX,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,RSU_WS,Frenet - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,965473,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,751,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Frenet,CAI_1,Frenet - Outros,,Outros,2025-08-07 16:10:53
API Sisfrete Cotação,2551,API Sisfrete Cotação - Outros,,Outros,2025-08-07 16:10:53
skydropx,paquetexpress.express_second_day,skydropx - Outros,,Outros,2025-08-07 16:10:53
Intelipost,JadLog Standard 2,Intelipost - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,839041,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3997310,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Shippy,450|2279,Shippy - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,sme_uber,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,641,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Lixlog,lix_avioes_normal,Lixlog - Outros,,Outros,2025-08-07 16:10:53
Entrega Agendada (Huapps. saturday),3158546_vapt-vupt_saturday,Entrega Agendada (Huapps. saturday) - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4886953,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Intelipost,Rodonaves - Outras origens,Intelipost - Outros,,Outros,2025-08-07 16:10:53
Intelipost,Rodonaves Max,Intelipost - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,124506,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1423269,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,CAR_1,Frenet - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,796444,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,JADP_04,Frenet - Outros,,Outros,2025-08-07 16:10:53
Onlog Express,133,Onlog Express - Outros,,Outros,2025-08-07 16:10:53
Zipnova,zippin_express,Zipnova - Outros,,Outros,2025-08-07 16:10:53
PinPoint,OCASUCURSAL,PinPoint - Outros,,Outros,2025-08-07 16:10:53
Frenet,ALX_WS,Frenet - Outros,,Outros,2025-08-07 16:10:53
WeShip,99minutos,WeShip - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2574003,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4482715,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Azul Cargo Express,CARGO_COMMERCE,Azul Cargo Express - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2390599,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,932,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3512445,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
skydropx,SENDEX REG,skydropx - Outros,,Outros,2025-08-07 16:10:53
Frenet,GCR_1,Frenet - Outros,,Outros,2025-08-07 16:10:53
DHL,2_FAIL-OVER,DHL - Outros,,Outros,2025-08-07 16:10:53
Envío rápido con Treggo,186408,Envío rápido con Treggo - Outros,,Outros,2025-08-07 16:10:53
Frenet,LGD_1,Frenet - Outros,,Outros,2025-08-07 16:10:53
Enviamelo,Enviamelo5,Enviamelo - Outros,,Outros,2025-08-07 16:10:53
Mienvio MX,FedEx (express),Mienvio MX - Outros,,Outros,2025-08-07 16:10:53
Otimizador de Frete,pac-envios-sp,Otimizador de Frete - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3724282,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3039129,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,ServiEntrega - industrial,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
API Sisfrete Cotação,1740,API Sisfrete Cotação - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Sendex - regular,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Frenet,CDS_1,Frenet - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Tcc - mensajeria,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Deprisa - 12am,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Dostavista - motorbike,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2464759,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SouthPost,SOUTHPOSTS.A._17,SouthPost - Outros,,Outros,2025-08-07 16:10:53
Projetos,FreteFixo_Nordeste,Projetos - Outros,,Outros,2025-08-07 16:10:53
Correo Skynde: Envío a domicilio,Skynde+logistic_1,Correo Skynde: Envío a domicilio - Outros,,Outros,2025-08-07 16:10:53
ModdingEnvios,MODDINGFLEX_30,ModdingEnvios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4483084,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Mienvio MX,DHL (express),Mienvio MX - Outros,,Outros,2025-08-07 16:10:53
Kangu,kangu_N_9900,Kangu - Correios - PAC,Correios,PAC,2025-08-07 16:10:53
SmartEnvios,573,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Frenet,BH_L,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,BLG_4,Frenet - Outros,,Outros,2025-08-07 16:10:53
Translovato,256,Translovato - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4371636,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
API Sisfrete Cotação,2435,API Sisfrete Cotação - Outros,,Outros,2025-08-07 16:10:53
Frenet,VPX_M3,Frenet - Outros,,Outros,2025-08-07 16:10:53
PLATINUM LOG,3,PLATINUM LOG - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1504101,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4241247,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,PSM_1,Frenet - Outros,,Outros,2025-08-07 16:10:53
skydropx,FEDEX INTERNATIONAL_ECONOMY,skydropx - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1279375,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,RedServi - ground,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3654335,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Intelipost,Logcol - SP para NE,Intelipost - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,369287,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Shippy,456|2304,Shippy - Outros,,Outros,2025-08-07 16:10:53
Frenet,ISP_1_9708,Frenet - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,647,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
skydropx,PAQUETEXPRESS EXPRESS_SECOND_DAY,skydropx - Outros,,Outros,2025-08-07 16:10:53
Frenet,VPX_M3_1,Frenet - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4040443,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Jadlog - Package_coleta,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,534,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Magalog,MAGALOG_SUPER_EXPRESS,Magalog - Outros,,Outros,2025-08-07 16:10:53
HUB Omie,17282,HUB Omie - Outros,,Outros,2025-08-07 16:10:53
Frenet,DIA_1,Frenet - Outros,,Outros,2025-08-07 16:10:53
Intelipost,Disk e Tenha Standard,Intelipost - Outros,,Outros,2025-08-07 16:10:53
Planet envios,Flex-Lightdata,Planet envios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4286060,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3263633,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,888,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2606586,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Flixlog,Atual,Flixlog - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,796443,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
ModdingEnvios,MODDINGFLEX_4,ModdingEnvios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2789702,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,sme_pac,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4019926,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Envío rápido con Treggo,1417248,Envío rápido con Treggo - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4234234,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,TSM,Frenet - Outros,,Outros,2025-08-07 16:10:53
JadLog,1127,JadLog - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3869275,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
"Manhã, entrega até as 13h=data-especial",sunday|37,"Manhã, entrega até as 13h=data-especial - Outros",,Outros,2025-08-07 16:10:53
Dropi Fretes,3768520,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
API Sisfrete Cotação,698,API Sisfrete Cotação - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,581,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
boxlink,727,boxlink - Outros,,Outros,2025-08-07 16:10:53
BNZ EXPRESS S.R.L.,PSN,BNZ EXPRESS S.R.L. - Outros,,Outros,2025-08-07 16:10:53
Eship Entregas,eship;107;3,Eship Entregas - Outros,,Outros,2025-08-07 16:10:53
Projetos,FreteFixo_CentroOeste,Projetos - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,630,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1504098,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Onlog Express,91,Onlog Express - Outros,,Outros,2025-08-07 16:10:53
Intelipost,Favorita Standard,Intelipost - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4082368,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Envío rápido con Treggo,3570259,Envío rápido con Treggo - Outros,,Outros,2025-08-07 16:10:53
Envío rápido con Treggo,4548756,Envío rápido con Treggo - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4281438,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
PackNow,estandar,PackNow - Outros,,Outros,2025-08-07 16:10:53
Flixlog,Risso,Flixlog - Outros,,Outros,2025-08-07 16:10:53
Lixlog,lix_offlog_normal,Lixlog - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3909735,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,839038,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3921385,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,InterRapidisimo - express,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Frenet,ESM_2,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,ISP_1_8067,Frenet - Outros,,Outros,2025-08-07 16:10:53
Envío rápido con Treggo,1661099,Envío rápido con Treggo - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1279378,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Correios - sedex_hoje,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3936260,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,158064,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4179331,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Marrie for Babies Shipping Company,2,Marrie for Babies Shipping Company - Outros,,Outros,2025-08-07 16:10:53
Especial 2 - Entrega até às 20h=data-especial,week-days|40,Especial 2 - Entrega até às 20h=data-especial - Outros,,Entrega até às 20h=data-especial,2025-08-07 16:10:53
Lixlog,lix_pajucara_normal,Lixlog - Outros,,Outros,2025-08-07 16:10:53
Frenet,Azul_WS_4,Frenet - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Envia.com - fixed,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3982224,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Enviame,COO-mensajeria,Enviame - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,InterRapidisimo - ground,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4372648,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Enviame,CCH-ped,Enviame - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,646,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Flixlog,Maex,Flixlog - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3800561,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,JAMVIP_2,Frenet - Outros,,Outros,2025-08-07 16:10:53
Envío rápido con Treggo,218558,Envío rápido con Treggo - Outros,,Outros,2025-08-07 16:10:53
Frenet,FAR_1,Frenet - Outros,,Outros,2025-08-07 16:10:53
CRAB,CRAB_28,CRAB - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2125630,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,285393,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,284073,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,796445,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1880816,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,875,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,861594,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3751026,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,BH_P,Frenet - Outros,,Outros,2025-08-07 16:10:53
Zippin,z_standard_cheapest,Zippin - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1621696,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3909733,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3717194,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2842448,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,369,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
ModdingEnvios,MODDINGFLEX_22,ModdingEnvios - Outros,,Outros,2025-08-07 16:10:53
Enviamelo,Enviamelo4,Enviamelo - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,144986,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Onlog Express,34,Onlog Express - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3667488,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,170477,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Quiken - national_ground,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1226641,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
skydropx,PAQUETEXPRESS LTL,skydropx - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4700893,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2730473,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4793565,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SouthPost,SOUTHPOSTS.A._45,SouthPost - Outros,,Outros,2025-08-07 16:10:53
Mile Logistic,MILELOGISTICSRL_11,Mile Logistic - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,691862,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,73,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Mienvio MX,Flecha Amarilla (estandar),Mienvio MX - Outros,,Outros,2025-08-07 16:10:53
Frenet,ISP_1_14546,Frenet - Outros,,Outros,2025-08-07 16:10:53
Especial 2 (13:00 ás 22h) | G1=data-especial,sunday|48,Especial 2 (13:00 ás 22h) | G1=data-especial - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Jadlog - rodoviario,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Correios - carta,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Buenos Aires Logística - SANTOS,Flex,Buenos Aires Logística - SANTOS - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,689,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
99minutos,nextDay,99minutos - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,333778,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Chilexpress - express,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
"Entrega Expressa, em até 3 horas",sunday|12,"Entrega Expressa, em até 3 horas - Outros",,Outros,2025-08-07 16:10:53
postlog,276,postlog - Outros,,Outros,2025-08-07 16:10:53
Mienvio MX,DHL (estandar),Mienvio MX - Outros,,Outros,2025-08-07 16:10:53
Frenet,KRL_1,Frenet - Outros,,Outros,2025-08-07 16:10:53
skydropx,REDPACK EXPRESS,skydropx - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2234000,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Muvon Logística - ELEA SERIMARKET SRL,Flex,Muvon Logística - ELEA SERIMARKET SRL - Outros,,Outros,2025-08-07 16:10:53
Frenet,TG_1,Frenet - Outros,,Outros,2025-08-07 16:10:53
PAAQ,Seguítuenvío_43,PAAQ - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4364876,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Integral Entrega de 07 às 22h,week-days|19,Integral Entrega de 07 às 22h - Outros,,Outros,2025-08-07 16:10:53
EnvíosPerros,DHL-Economico,EnvíosPerros - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4207294,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
postlog,108,postlog - Outros,,Outros,2025-08-07 16:10:53
Segmail API,Estafeta,Segmail API - Outros,,Outros,2025-08-07 16:10:53
Mis entregas,MisEntregas_30,Mis entregas - Outros,,Outros,2025-08-07 16:10:53
Frenet,DRC,Frenet - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3993247,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3263625,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Blueexpress - priority,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3735,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,577,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4250035,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,510,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,853,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Frenet,4596,Frenet - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4712369,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Real Express,REALEXPRESSSRL_24,Real Express - Outros,,Outros,2025-08-07 16:10:53
Mail Express,MailEx_26,Mail Express - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4040432,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Skynde + Logistic,Skynde+logistic_3,Skynde + Logistic - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1279376,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3427283,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2608347,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
GeoWise,GeoWise - Pickup,GeoWise - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3639596,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Envio Expresso,standard,Envio Expresso - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4886955,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4637559,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,458156,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Reserva Ink Entregas,17366,Reserva Ink Entregas - Outros,,Outros,2025-08-07 16:10:53
Envios Amba Flex - Mercadito Pastelero,Flex,Envios Amba Flex - Mercadito Pastelero - Outros,,Outros,2025-08-07 16:10:53
Shippy,464|2325,Shippy - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,303600,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3398848,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3751020,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Envío rápido con Treggo,4072631,Envío rápido con Treggo - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2748865,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Logística Própria,entrega_sitio,Logística Própria - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3477654,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Vima Logistica - Javera,Normal,Vima Logistica - Javera - Outros,,Outros,2025-08-07 16:10:53
Vima Logistica - Javera,Flex,Vima Logistica - Javera - Outros,,Outros,2025-08-07 16:10:53
Lixlog,lix_aceville_normal,Lixlog - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,488,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,166768,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
boxlink,726,boxlink - Outros,,Outros,2025-08-07 16:10:53
EFLET,Correoe-flet_25,EFLET - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2125729,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SHIPSMART,399,SHIPSMART - Outros,,Outros,2025-08-07 16:10:53
Frenet,ISP_1_17647,Frenet - Outros,,Outros,2025-08-07 16:10:53
Total,4,Total - Outros,,Outros,2025-08-07 16:10:53
EnviaYa for TiendaNube,56,EnviaYa for TiendaNube - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,350160,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2390598,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
skydropx,Gp envios Nacional,skydropx - Outros,,Outros,2025-08-07 16:10:53
Shippy,341|2027,Shippy - Outros,,Outros,2025-08-07 16:10:53
EFLET,Correoe-flet_15,EFLET - Outros,,Outros,2025-08-07 16:10:53
EFLET,Correoe-flet_16,EFLET - Outros,,Outros,2025-08-07 16:10:53
